date,closing
2004-01-30,33.383731842041016
2004-02-02,33.4174919128418
2004-02-03,33.52550506591797
2004-02-04,33.3027229309082
2004-02-05,33.33646774291992
2004-02-06,33.721290588378906
2004-02-09,33.67402648925781
2004-02-10,33.81581497192383
2004-02-11,34.187095642089844
2004-02-12,34.0385856628418
2004-02-13,33.84280776977539
2004-02-17,34.193851470947266
2004-02-18,34.07234573364258
2004-02-19,34.09259796142578
2004-02-20,33.782039642333984
2004-02-23,33.63353729248047
2004-02-24,33.64029312133789
2004-02-25,33.748287200927734
2004-02-26,33.80906295776367
2004-02-27,33.87656784057617
2004-03-01,34.20061111450195
2004-03-02,34.085845947265625
2004-03-03,33.97783279418945
2004-03-04,34.15335464477539
2004-03-05,34.29513931274414
2004-03-08,34.04533004760742
2004-03-09,33.80230712890625
2004-03-10,33.32297134399414
2004-03-11,32.938167572021484
2004-03-12,33.079952239990234
2004-03-15,32.708641052246094
2004-03-16,32.722145080566406
2004-03-17,33.34323501586914
2004-03-18,33.22172546386719
2004-03-19,32.91117858886719
2004-03-22,32.45884704589844
2004-03-23,32.5263671875
2004-03-24,32.40483474731445
2004-03-25,32.769405364990234
2004-03-26,32.8571662902832
2004-03-29,33.16183853149414
2004-03-30,33.32431411743164
2004-03-31,33.310791015625
2004-04-01,33.54776382446289
2004-04-02,33.80503845214844
2004-04-05,34.00137710571289
2004-04-06,33.96074676513672
2004-04-07,33.77792739868164
2004-04-08,33.757633209228516
2004-04-12,33.85919952392578
2004-04-13,33.44620132446289
2004-04-14,33.18214416503906
2004-04-15,33.32431411743164
2004-04-16,33.561279296875
2004-04-19,33.5883674621582
2004-04-20,33.22276306152344
2004-04-21,33.26338577270508
2004-04-22,33.771183013916016
2004-04-23,33.771183013916016
2004-04-26,33.55453109741211
2004-04-27,33.717018127441406
2004-04-28,33.28369903564453
2004-04-29,32.80300521850586
2004-04-30,32.809776306152344
2004-05-03,32.985801696777344
2004-05-04,33.155059814453125
2004-05-05,33.22276306152344
2004-05-06,33.03996276855469
2004-05-07,32.64727783203125
2004-05-10,31.997299194335938
2004-05-11,32.362918853759766
2004-05-12,32.444149017333984
2004-05-13,32.42386245727539
2004-05-14,32.410316467285156
2004-05-17,32.037940979003906
2004-05-18,32.3493766784668
2004-05-19,32.362918853759766
2004-05-20,32.28168487548828
2004-05-21,32.48479080200195
2004-05-24,32.444149017333984
2004-05-25,32.94518280029297
